Index,Sentence,Options,CorrectIndex,Label
21324,She posted a lot about her friendship with Mary on Instagram. But in reality they hardly had any bond as they were constantly on their phones when together.,"230,263,35,9",263,B
21325,She posted a lot about her friendship with Mary on Instagram. But in reality they hardly had any bond as they were constantly on their phones when together.,"14,262,299,137",262,B
21326,She posted a lot about her friendship with Mary on Instagram. But in reality they hardly had any bond as they were constantly on their phones when together.,"203,43,166,265",265,D
21327,She posted a lot about her friendship with Mary on Instagram. But in reality they hardly had any bond as they were constantly on their phones when together.,"91,266,121,96",266,B
21328,She posted a lot about her friendship with Mary on Instagram. But in reality they hardly had any bond as they were constantly on their phones when together.,"232,242,267,114",267,C
21329,"He spoke about his guitar skills poorly, but when he played, his hard work showed through the music he produced.","320,263,138,129",263,B
21330,"He spoke about his guitar skills poorly, but when he played, his hard work showed through the music he produced.","81,108,123,262",262,D
21331,"He spoke about his guitar skills poorly, but when he played, his hard work showed through the music he produced.","119,287,264,128",264,C
21332,"He spoke about his guitar skills poorly, but when he played, his hard work showed through the music he produced.","207,266,57,289",266,B
21333,"He spoke about his guitar skills poorly, but when he played, his hard work showed through the music he produced.","267,318,162,172",267,A
21334,Garry talked about how easily he managed the work stress. But his constant need of smoking told a different story.,"155,303,310,263",263,D
21335,Garry talked about how easily he managed the work stress. But his constant need of smoking told a different story.,"145,14,262,33",262,C
21336,Garry talked about how easily he managed the work stress. But his constant need of smoking told a different story.,"264,51,143,95",264,A
21337,Garry talked about how easily he managed the work stress. But his constant need of smoking told a different story.,"277,2,99,265",265,D
21338,Garry talked about how easily he managed the work stress. But his constant need of smoking told a different story.,"336,324,267,121",267,C
21339,Peter's parents said they were not good parents at all but they were always ready to spend quality time with their children showing they were really good parents.,"225,78,51,263",263,D
21340,Peter's parents said they were not good parents at all but they were always ready to spend quality time with their children showing they were really good parents.,"15,262,283,161",262,B
21341,Peter's parents said they were not good parents at all but they were always ready to spend quality time with their children showing they were really good parents.,"264,103,239,50",264,A
21342,Peter's parents said they were not good parents at all but they were always ready to spend quality time with their children showing they were really good parents.,"162,49,169,265",265,D
21343,Peter's parents said they were not good parents at all but they were always ready to spend quality time with their children showing they were really good parents.,"64,266,261,186",266,B
21344,She posted a lot about her friendship with Mary on Instagram. But in reality they hardly had any bond as they were constantly on their phones when together.,"7,27,60,262",262,D
21345,She posted a lot about her friendship with Mary on Instagram. But in reality they hardly had any bond as they were constantly on their phones when together.,"45,118,263,70",263,C
21346,She posted a lot about her friendship with Mary on Instagram. But in reality they hardly had any bond as they were constantly on their phones when together.,"129,5,265,139",265,C
21347,She posted a lot about her friendship with Mary on Instagram. But in reality they hardly had any bond as they were constantly on their phones when together.,"131,322,259,266",266,D
21348,She posted a lot about her friendship with Mary on Instagram. But in reality they hardly had any bond as they were constantly on their phones when together.,"264,267,117,134",267,B
21349,"She never bragged about her grades but secured the second position in the board exams. Truly, actions speak louder than words.","208,145,264,88",264,C
21350,"She never bragged about her grades but secured the second position in the board exams. Truly, actions speak louder than words.","280,227,271,263",263,D
21351,"She never bragged about her grades but secured the second position in the board exams. Truly, actions speak louder than words.","265,317,3,73",265,A
21352,"She never bragged about her grades but secured the second position in the board exams. Truly, actions speak louder than words.","259,158,266,128",266,C
21353,"She never bragged about her grades but secured the second position in the board exams. Truly, actions speak louder than words.","105,267,49,170",267,B
21354,"He never told her about his feelings but everytime he met her, he was caring towards her.","264,16,18,279",264,A
21355,"He never told her about his feelings but everytime he met her, he was caring towards her.","270,208,336,262",262,D
21356,"He never told her about his feelings but everytime he met her, he was caring towards her.","229,265,222,57",265,B
21357,"He never told her about his feelings but everytime he met her, he was caring towards her.","266,171,336,16",266,A
21358,"He never told her about his feelings but everytime he met her, he was caring towards her.","264,267,194,10",267,B
21359,"He spoke about his guitar skills poorly, but when he played, his hard work showed through the music he produced.","280,31,264,296",264,C
21360,"He spoke about his guitar skills poorly, but when he played, his hard work showed through the music he produced.","118,262,240,181",262,B
21361,"He spoke about his guitar skills poorly, but when he played, his hard work showed through the music he produced.","34,197,29,263",263,D
21362,"He spoke about his guitar skills poorly, but when he played, his hard work showed through the music he produced.","266,219,81,274",266,A
21363,"He spoke about his guitar skills poorly, but when he played, his hard work showed through the music he produced.","267,81,43,166",267,A
21364,Garry talked about how easily he managed the work stress. But his constant need of smoking told a different story.,"55,181,264,211",264,C
